segment_id,track_id,group,split,scale_seconds,view,feature_relative_path,feature_sha256,graph_relative_path,graph_sha256,persistence_relative_path,persistence_sha256,sensitivity_persistence_relative_path,sensitivity_persistence_sha256,sidecar_relative_path,config_sha256,sequence_length,valid_states,valid_transitions,self_transitions,self_transition_ratio,vertex_count,edge_count,edge_density,reciprocity,transition_entropy,path_entropy,path_entropy_normalized,directed_recurrence,directed_recurrence_unbiased,h0_betti_auc,h1_betti_auc,h0_betti_mean,h1_betti_mean,h0_betti_max,h1_betti_max,h0_interval_count,h1_interval_count,h0_observed_persistence,h1_observed_persistence,h0_censored_count,h1_censored_count,status,processed_at,error
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,modulation,features/modulation/180s/classical/discovery/classical_musicnet_1727__180s.npz,9a1baecc841a6cff803b1809f3f71daac4fc5c4a974f6774884d7e6afc17c953,graphs/modulation/180s/classical/discovery/classical_musicnet_1727__180s.npz,50686d89e46fac454e490ef96c0ddb439ccf1fc94e9d8673f0c189f3f136944b,homology/persistence/modulation/180s/classical/discovery/classical_musicnet_1727__180s.npz,c8f6cc34ec9d98b244f4b656ee11ca2d8500e28e1a680164f39c6fae18ef6bb8,homology/persistence_sensitivity/modulation/180s/classical/discovery/classical_musicnet_1727__180s.npz,45e13c29cef7a07e225e44ce01fbdecd1efa540865a9bcb229c443cd1944e3cd,homology/descriptors/modulation/180s/classical/discovery/classical_musicnet_1727__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,88,88,87,16,0.1839080459770115,17,44,0.16176470588235295,0.45454545454545453,0.9468928480147525,1.4488637023239972,0.5113853163806252,0.030254987448804335,0.018978882651697407,4.6499999999999995,0.0,10.166666666666666,0.0,11,0,11,0,4.85,0,7,0,success,2026-08-02,
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,pitch,features/chroma/180s/classical/discovery/classical_musicnet_1727__180s.npz,8884301f4dd69b5a21a747ffd94008330043143d4dc778499904c96daf1e21cc,graphs/pitch/180s/classical/discovery/classical_musicnet_1727__180s.npz,1ec8556af2d4e4a7097b5caf5281022b7a81ccf0381ecb6dca19567daf6a1979,homology/persistence/pitch/180s/classical/discovery/classical_musicnet_1727__180s.npz,8e557caa7333539f7d938a02af9a170b35310aa12293197f3db55730903a3491,homology/persistence_sensitivity/pitch/180s/classical/discovery/classical_musicnet_1727__180s.npz,f0f2cafb11e0aecb1efe1ae33b823c3c40ac2d2b7dc67dc539f50a3e2faccf04,homology/descriptors/pitch/180s/classical/discovery/classical_musicnet_1727__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,354,354,353,123,0.34844192634560905,13,71,0.4551282051282051,0.5915492957746479,0.9074834966504405,1.8101536171303685,0.7057268448067257,0.02246226195539648,0.019685166108678858,5.75,0.0,12.666666666666666,0.0,13,0,13,0,5.85,0,11,0,success,2026-08-02,
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,rhythm,features/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,08c02879ac4c3b3d5c8d6a56a698da7837565c6ffa72137b397cec612a23b386,graphs/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,a201b919f621a89ad1b5d2600c5949d8814af12d258bdd639e7e179c6f8d1be8,homology/persistence/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,5dfb5db5678a93f9a62421a23ee40cf60bc5642cf4cbf406b7f98954ef02594a,homology/persistence_sensitivity/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,d91925fb96676cf16ce9762a854643ffd5b7e76dae31e1e28ab4138c50612f3d,homology/descriptors/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,359,359,358,238,0.664804469273743,8,30,0.5357142857142857,0.8666666666666667,0.5285119252625278,0.8635234901994113,0.41526701900060675,0.34385630910396053,0.3420183715944478,2.5999999999999996,0.0,5.666666666666667,0.0,7,0,7,0,2.8499999999999996,0,2,0,success,2026-08-02,
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,structure,features/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,1bd0d171ef464376c0fa283eaa075c7f381dea823a9e54211e1a7e1c2dcc0e4d,graphs/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,0a8b501b392c1e11b4874ae2edbd4fb11ca1a40283f42e1d5a93ea8729d43d8e,homology/persistence/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,fb44de7fb3d5b17313f3cc9c218fefc4c8302fa4d46301734682bdf456bf4b41,homology/persistence_sensitivity/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,642474ea798342cf6ab9a4f5b77a4ab4e741133b208b6b7651eb993566bab9d2,homology/descriptors/structure/180s/classical/discovery/classical_musicnet_1727__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,8,8,7,3,0.42857142857142855,3,3,0.5,0.6666666666666666,0.9629610647945144,0.5941261547656673,0.5407969316326777,0.22448979591836735,0.09523809523809523,0.44999999999999996,0.0,1.0,0.0,1,0,1,0,0.44999999999999996,0,1,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,modulation,features/modulation/300s/classical/discovery/classical_musicnet_1727__300s.npz,69e30daeb09d2ca2e8d786698de645d52aa969439bf40c4f1b8041bd42b6965c,graphs/modulation/300s/classical/discovery/classical_musicnet_1727__300s.npz,0b7ee69e30e9e792af0aef46d694c1564fd7024ce48d123ec2dc9b597fc3989c,homology/persistence/modulation/300s/classical/discovery/classical_musicnet_1727__300s.npz,053ebc70af2f99ddc680ab4ee09264d245b0118ee3e8040d8c01c48afda8653d,homology/persistence_sensitivity/modulation/300s/classical/discovery/classical_musicnet_1727__300s.npz,85fa38fd3f5036e487c8f526bf1ab1ddcec4e339096580515fff6f990ab552cc,homology/descriptors/modulation/300s/classical/discovery/classical_musicnet_1727__300s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,148,148,147,28,0.19047619047619047,19,63,0.18421052631578946,0.4126984126984127,0.9363672378458276,1.7269116395364184,0.5864993812931049,0.022999676060900552,0.016307893020221786,5.050000000000001,0.0,11.166666666666666,0.0,12,0,12,0,5.199999999999999,0,9,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,pitch,features/chroma/300s/classical/discovery/classical_musicnet_1727__300s.npz,a34d940fb8271b5029aef2dba005c8542fb280a58d795fe3feace2916f68f876,graphs/pitch/300s/classical/discovery/classical_musicnet_1727__300s.npz,1f619c8b44eaf48f59391a40dd7d2d7c5fb16d6c927bffb09b5ca7658c96f57b,homology/persistence/pitch/300s/classical/discovery/classical_musicnet_1727__300s.npz,36098ff439f6ddd035a7f80cf1e8aad22ddf6162b5a330942ea689ea5be7b17c,homology/persistence_sensitivity/pitch/300s/classical/discovery/classical_musicnet_1727__300s.npz,c2970afdd05ba395ce006f5376b5ff9148b6ad8f0cf0e337916352a891106f6d,homology/descriptors/pitch/300s/classical/discovery/classical_musicnet_1727__300s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,592,592,591,210,0.3553299492385787,13,77,0.4935897435897436,0.6493506493506493,0.90577128636583,1.948632242966432,0.7597156791021178,0.01858389090732104,0.01692047377326565,5.8,0.0,12.833333333333334,0.0,13,0,13,0,5.85,0,12,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,features/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,4ec6c93b57848e5b0bc908bc93904ec0329a39d510b38f1bd2719026292a38e2,graphs/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,77636ea9b629609f9de1ec752e5c08b40053feb84aee379012703ca9aa8d2250,homology/persistence/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,a5546f1cc900b9f20c4d0e6f0accc0229dabc6aac22b608b4687f5bc3dda46bd,homology/persistence_sensitivity/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,8882d2f07bb1bbfe0eed433977bd328ad18bd3da5e1545735a73774ac8039c00,homology/descriptors/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,599,599,598,379,0.6337792642140468,8,33,0.5892857142857143,0.7878787878787878,0.5569597155648597,0.9508744611699956,0.4572739565459727,0.29341394391561615,0.292230382682644,2.5999999999999996,0.0,5.833333333333333,0.0,7,0,7,0,2.7499999999999996,0,4,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,features/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,2d14dd8ac32d40c91363f198a412be64f6a3d124fec83033fc37fa11fb874a59,graphs/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,1102354408cfd36438e3f27bfae0fb3d3d2d8fbb251a1fa6b88a545cb5e7706e,homology/persistence/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,df586574f250af54bc89ccb8a3d946a4a3a0d5d88d90a6e215416625ab7e5947,homology/persistence_sensitivity/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,fc05d9a3d686cbfe1fb353a2e3f23c60dc9f775bb19eb7c6842a1a2a9a0a9be1,homology/descriptors/structure/300s/classical/discovery/classical_musicnet_1727__300s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,12,12,11,4,0.36363636363636365,3,4,0.6666666666666666,0.5,0.960058249314534,0.7854235613615457,0.7149233350682297,0.19008264462809918,0.10909090909090909,0.44999999999999996,0.14999999999999997,1.0,0.3333333333333333,1,1,1,1,0.44999999999999996,0.09999999999999998,1,1,success,2026-08-02,
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,modulation,features/modulation/180s/classical/discovery/classical_musicnet_1728__180s.npz,fab9085af07e86d700f95c9e0965a643eb602a94637649c3071ba2348c944b33,graphs/modulation/180s/classical/discovery/classical_musicnet_1728__180s.npz,fcee9856fc2b9d78a18c18934a531ea9d657cc8921e92fec2afe51777278d087,homology/persistence/modulation/180s/classical/discovery/classical_musicnet_1728__180s.npz,d644a48a2baf6f18c3c40af4bf660a171a51bb7504287547f7b259b07e92e733,homology/persistence_sensitivity/modulation/180s/classical/discovery/classical_musicnet_1728__180s.npz,215937e3024b7d8ae074a512d661a88f9c21e9808a739bcde55e581c42f4dd42,homology/descriptors/modulation/180s/classical/discovery/classical_musicnet_1728__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,88,88,87,11,0.12643678160919541,16,49,0.20416666666666666,0.4897959183673469,0.9629535390920905,1.5712256029503473,0.5666998463735594,0.024177566389219182,0.012830793905372895,4.6,0.0,10.0,0.0,11,0,11,0,4.85,0,6,0,success,2026-08-02,
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch,features/chroma/180s/classical/discovery/classical_musicnet_1728__180s.npz,c2781d2575f38a504b6b6d3c1d0f2ae6ce01c6357d090d442595a3f8fabc6408,graphs/pitch/180s/classical/discovery/classical_musicnet_1728__180s.npz,fda0bd0986a6eca511382cf11acf30884883a3523d789b4c9398e41016eb9faf,homology/persistence/pitch/180s/classical/discovery/classical_musicnet_1728__180s.npz,1e511f2ffea3effed4e5816d7064361ca48a8623eaf66284569314e4c33edd9a,homology/persistence_sensitivity/pitch/180s/classical/discovery/classical_musicnet_1728__180s.npz,15e79d78beb98c7dc0f2ad222a6ff162c2ec35410d4ad88ac10356e307f6c6e4,homology/descriptors/pitch/180s/classical/discovery/classical_musicnet_1728__180s.json,b7fca07519ac767e8f98faae8be7172d281928d9fb6047533ae4c5787a62adc5,317,317,316,85,0.2689873417721519,13,63,0.40384615384615385,0.5714285714285714,0.9113479023635552,1.830080956283218,0.7134959413367916,0.024735619291780163,0.02163954189270645,5.35,0.0,11.833333333333334,0.0,13,0,13,0,5.55,0,9,0,success,2026-08-02,
