segment_id,track_id,group,split,scale_seconds,representation,point_count,distance_scale,h0_total_persistence,h0_max_persistence,h0_q75_persistence,h0_persistence_entropy,h1_count,h1_prominent_count,h1_total_persistence,h1_max_persistence,h1_mean_persistence,h1_persistence_entropy
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,acoustic_novelty_delay,24,2.478184426682267,12.112627759575844,1.531261682510376,0.5430328845977783,0.9524441580662601,2.0,0.0,0.07104939222335815,0.06810879707336426,0.03552469611167908,0.24862050640234365
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,acoustic_pca,24,5.667596212300716,12.74520081281662,0.7615764737129211,0.6220552027225494,0.9943831895063076,9.0,0.0,0.28040164709091187,0.060803353786468506,0.031155738565656874,0.9570349208666236
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,chroma,24,0.9263843449471569,11.397037342190742,0.754231870174408,0.6237428486347198,0.9834878690566781,4.0,1.0,0.20750242471694946,0.10279768705368042,0.051875606179237366,0.8552564343693465
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,modulation,24,0.6619987228376628,8.917105704545975,1.3585968017578125,0.41427648067474365,0.9575043941637787,4.0,1.0,0.2720250189304352,0.18474441766738892,0.0680062547326088,0.5893963518982678
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,modulation_delay,24,2.017588560368162,12.103106141090393,1.8142642974853516,0.558632105588913,0.9458011941341239,3.0,0.0,0.13151180744171143,0.06581312417984009,0.043837269147237144,0.8641170062042925
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,onset_delay,24,2.522541417714093,10.15241950750351,0.6784888505935669,0.5868944525718689,0.9809992018392001,5.0,1.0,0.26507508754730225,0.12659084796905518,0.05301501750946045,0.6406769050317898
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,24,2.2468169639090387,11.427941799163818,1.549396276473999,0.5349563658237457,0.9489568869374494,3.0,1.0,0.2580210566520691,0.10568565130233765,0.08600701888402303,0.9884032480028926
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,acoustic_novelty_delay,24,2.678771222344773,12.237683475017548,1.3727649450302124,0.6382226347923279,0.9628002646995418,5.0,0.0,0.18866705894470215,0.08589214086532593,0.03773341178894043,0.8039291349477171
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,acoustic_pca,24,5.989345011225847,13.100439488887787,0.7676820755004883,0.6617589294910431,0.99310761973482,5.0,2.0,0.4667357802391052,0.18754416704177856,0.09334715604782104,0.8472406430286119
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,chroma,24,0.982146645027828,11.051275104284286,0.830708920955658,0.6277440786361694,0.9669276271843468,6.0,1.0,0.3035837411880493,0.16138416528701782,0.05059729019800822,0.6800785532316659
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,modulation,24,0.9843261608904212,7.455237179994583,2.0845236778259277,0.3131510317325592,0.8630141425721285,1.0,0.0,0.02001771330833435,0.02001771330833435,0.02001771330833435,-2.2204460492503128e-16
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,modulation_delay,24,1.503634835761349,12.805388152599335,1.4616504907608032,0.6195257902145386,0.9626218471937573,5.0,2.0,0.4625447988510132,0.1240624189376831,0.09250895977020264,0.9661272907089665
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,onset_delay,24,2.4909722395474128,10.719704300165176,0.8006668090820312,0.5861740708351135,0.9802769951003596,8.0,1.0,0.5135531723499298,0.1532459855079651,0.06419414654374123,0.9158616108136096
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,rhythm,24,2.4604670148863086,10.714011073112488,1.2940833568572998,0.6121408343315125,0.9601160651780253,6.0,0.0,0.18688231706619263,0.09100461006164551,0.031147052844365437,0.7404247457871156
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,acoustic_novelty_delay,24,2.4873514720225858,8.487191759049892,0.833050012588501,0.4143188148736954,0.9530567054375699,2.0,1.0,0.1334589719772339,0.12061655521392822,0.06672948598861694,0.4569215279410406
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,acoustic_pca,24,8.054765629536657,10.613954693078995,0.869245171546936,0.5262845158576965,0.9847127970012938,5.0,0.0,0.15807396173477173,0.07922810316085815,0.03161479234695434,0.7152667914470285
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,chroma,24,0.968307611870457,12.14872620999813,0.7646929025650024,0.6649444401264191,0.9836044584686189,5.0,0.0,0.2079755663871765,0.058750152587890625,0.0415951132774353,0.9789268595357046
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,modulation,24,0.6524649176432306,8.772428624331951,1.12073814868927,0.44633348286151886,0.9265570322582434,3.0,0.0,0.1125241369009018,0.08522900938987732,0.037508045633633934,0.6478667497178134
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,modulation_delay,24,2.836468784085465,10.922926291823387,1.130667805671692,0.548025369644165,0.9578394537332573,4.0,0.0,0.2385205626487732,0.08591842651367188,0.0596301406621933,0.9565825813978832
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,onset_delay,24,2.222708339062214,9.24489726126194,0.8237194418907166,0.45605896413326263,0.9743272018478225,3.0,0.0,0.049218595027923584,0.03449845314025879,0.016406198342641194,0.5967163692712111
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,rhythm,24,2.3108970047481026,11.285932123661041,1.482162356376648,0.555859386920929,0.9576924742609666,4.0,1.0,0.16194719076156616,0.12974649667739868,0.04048679769039154,0.5015145271254942
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,acoustic_novelty_delay,24,2.4181604814052733,10.891120329499245,1.1232072114944458,0.6072819232940674,0.9598351624232294,2.0,0.0,0.045597076416015625,0.026871681213378906,0.022798538208007812,0.9768514422655095
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,acoustic_pca,24,9.733185035212053,10.39062051475048,1.0185028314590454,0.5137552917003632,0.9754168561048229,3.0,1.0,0.14009392261505127,0.11773324012756348,0.04669797420501709,0.4827658516425738
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,chroma,24,1.0733992920412732,12.975790962576866,0.8952522277832031,0.6604567170143127,0.9877849665182942,6.0,0.0,0.2752293348312378,0.07482606172561646,0.0458715558052063,0.92237999733482
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,modulation,24,0.48980856991745014,10.784964606165886,1.336248755455017,0.5089076906442642,0.9555861874515182,5.0,0.0,0.2727191150188446,0.09972620010375977,0.05454382300376892,0.9218624091623715
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,modulation_delay,24,2.4337538185362804,10.778679862618446,1.3115054368972778,0.5320285856723785,0.9668339697862712,5.0,0.0,0.18399804830551147,0.09174549579620361,0.036799609661102295,0.7022688138448363
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,onset_delay,24,2.424576079876556,8.880438677966595,0.8407231569290161,0.38627713918685913,0.9576503086135508,4.0,1.0,0.4459185302257538,0.3712175488471985,0.11147963255643845,0.4520785829528012
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,rhythm,24,2.024348460355726,12.427489131689072,1.3282827138900757,0.6522064805030823,0.9687098865526169,5.0,0.0,0.1479831039905548,0.07326209545135498,0.029596620798110963,0.8204678170304148
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,acoustic_novelty_delay,24,2.5074403796495788,10.277609333395958,0.9487185478210449,0.6162973940372467,0.9585022511044167,4.0,1.0,0.24575677514076233,0.10435158014297485,0.06143919378519058,0.8148325293121726
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,acoustic_pca,24,6.825900286478916,12.697956070303917,1.0056641101837158,0.5952854156494141,0.9853632309164678,8.0,1.0,0.3694468140602112,0.11109966039657593,0.0461808517575264,0.8737987172714821
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,chroma,24,1.1754430637253999,7.728365950286388,0.8923551440238953,0.5248014330863953,0.9130765188107569,2.0,0.0,0.03170359134674072,0.022004425525665283,0.01585179567337036,0.8884225546432513
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,modulation,24,0.3779207714112899,9.59004258364439,2.4177582263946533,0.336868554353714,0.8432929470213352,3.0,0.0,0.0635993480682373,0.026314541697502136,0.021199782689412434,0.9800372141079701
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,modulation_delay,24,2.203671768202688,11.457696311175823,1.147401213645935,0.5638668537139893,0.9438278442698502,4.0,0.0,0.0669369101524353,0.054407715797424316,0.016734227538108826,0.4817828566334533
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,onset_delay,24,2.4777692530553423,12.019058480858803,1.317607045173645,0.5504725873470306,0.9518993788594196,5.0,0.0,0.16513532400131226,0.07826018333435059,0.03302706480026245,0.8732767037040958
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,rhythm,24,2.477438968128248,9.058518826961517,0.7941434383392334,0.5841306746006012,0.9554559679472658,2.0,0.0,0.05910307168960571,0.03285616636276245,0.029551535844802856,0.9909606125648401
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,acoustic_novelty_delay,24,2.892789582222944,11.407023794949055,1.046419382095337,0.5674947500228882,0.9587308045082498,4.0,1.0,0.2965340316295624,0.166762113571167,0.0741335079073906,0.7487718573865096
