segment_id,track_id,group,split,scale_seconds,representation,point_count,distance_scale,h0_total_persistence,h0_max_persistence,h0_q75_persistence,h0_persistence_entropy,h1_count,h1_prominent_count,h1_total_persistence,h1_max_persistence,h1_mean_persistence,h1_persistence_entropy
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,acoustic_novelty_delay,24,2.601720374676148,11.489946737885475,1.1409534215927124,0.5101223886013031,0.9593901588525869,5.0,2.0,0.537420928478241,0.21398931741714478,0.10748418569564819,0.9197763208701758
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,rhythm,24,3.086214262924486,11.070684760808945,1.3834586143493652,0.5806966722011566,0.9619383721072933,3.0,1.0,0.2728542685508728,0.11235284805297852,0.09095142285029094,0.9776229329845263
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,acoustic_novelty_delay,24,2.2614054347495927,10.883579328656197,0.8658786416053772,0.56651771068573,0.9796105795261132,3.0,1.0,0.24989360570907593,0.17390477657318115,0.08329786856969197,0.7212764299539746
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,rhythm,24,2.490251271841484,11.002327561378479,0.9713349938392639,0.6057711839675903,0.9750979012200301,5.0,0.0,0.10053187608718872,0.029151082038879395,0.020106375217437744,0.9853802609780618
classical_musicnet_2076__180s,classical_musicnet_2076,classical,discovery,180.0,acoustic_novelty_delay,24,2.4566195591661018,10.136842459440231,0.6601508259773254,0.5518283545970917,0.9878359111712942,5.0,1.0,0.35303783416748047,0.14442357420921326,0.07060756683349609,0.8248743758714779
classical_musicnet_2076__180s,classical_musicnet_2076,classical,discovery,180.0,rhythm,24,2.6974339249923776,9.096996366977692,0.9421967267990112,0.5910756886005402,0.9311748605045568,2.0,0.0,0.10022570192813873,0.08411353826522827,0.050112850964069366,0.6361217609344658
classical_musicnet_2076__300s,classical_musicnet_2076,classical,discovery,300.0,acoustic_novelty_delay,24,2.5199635483169676,10.995194613933563,0.7875941395759583,0.6183627545833588,0.9796808185898243,4.0,1.0,0.22753316164016724,0.1380692720413208,0.05688329041004181,0.6964156593963384
classical_musicnet_2076__300s,classical_musicnet_2076,classical,discovery,300.0,rhythm,24,3.073906889694566,11.207273714244366,1.178734302520752,0.58835768699646,0.9552068071711,7.0,1.0,0.32896941900253296,0.13421326875686646,0.04699563128607614,0.7907054067295147
classical_musicnet_2077__180s,classical_musicnet_2077,classical,discovery,180.0,acoustic_novelty_delay,24,1.7877264829532018,11.85042741894722,0.965050220489502,0.6313696503639221,0.973159963289914,6.0,1.0,0.28122377395629883,0.1098475456237793,0.04687062899271647,0.8483096323718089
classical_musicnet_2077__180s,classical_musicnet_2077,classical,discovery,180.0,rhythm,24,2.7792826469903167,11.271411761641502,1.2974265813827515,0.5247119069099426,0.9721097147178057,6.0,1.0,0.46064209938049316,0.2115960717201233,0.0767736832300822,0.8114481849822288
classical_musicnet_2077__300s,classical_musicnet_2077,classical,discovery,300.0,acoustic_novelty_delay,24,2.920892136488767,10.305845022201538,1.0637346506118774,0.5588608384132385,0.9546668024861644,3.0,1.0,0.24781453609466553,0.14228951930999756,0.0826048453648885,0.8874146368923174
classical_musicnet_2077__300s,classical_musicnet_2077,classical,discovery,300.0,rhythm,24,2.601509528802813,11.09602938592434,1.3979315757751465,0.5803659558296204,0.9571334843376154,3.0,0.0,0.11402624845504761,0.04938560724258423,0.03800874948501587,0.9047935596257848
classical_musicnet_2078__180s,classical_musicnet_2078,classical,discovery,180.0,acoustic_novelty_delay,24,2.6685154107818088,11.305139616131783,1.512285590171814,0.5268367230892181,0.9616274545539807,4.0,1.0,0.30757415294647217,0.14084148406982422,0.07689353823661804,0.9208619363488133
classical_musicnet_2078__180s,classical_musicnet_2078,classical,discovery,180.0,rhythm,24,2.243727821588684,11.64218408614397,1.0101401805877686,0.6511805057525635,0.9661010506388041,4.0,0.0,0.16630512475967407,0.07534515857696533,0.04157628118991852,0.8920327044454985
