track_id,group,scale,name,h1,h1_best,period,peak,loop,shuffle
classical_musicnet_1730,classical,180.0,acoustic_novelty,0.16995906829833984,0.16995906829833984,17.5,0.14704978863121806,0.37022316455841064,0.10742902755737305
classical_musicnet_1730,classical,180.0,loudness,0.17830705642700195,0.1956942081451416,11.5,0.13959416419221166,0.7042322158813477,0.14445942640304565
classical_musicnet_1730,classical,180.0,onset,0.160783588886261,0.16956281661987305,6.0,0.13406615480508782,0.5928098857402802,0.15699732303619385
classical_musicnet_1730,classical,180.0,tonal_novelty,0.12166553735733032,0.15026676654815674,19.922813415527344,0.17716369937275328,0.27166032791137695,0.1625397801399231
classical_musicnet_1730,classical,180.0,modulation,0.1729152798652649,0.1729152798652649,32.0,0.21269264282076075,0.3722289204597473,0.12686043977737427
classical_musicnet_1730,classical,300.0,acoustic_novelty,0.4488140344619751,0.4488140344619751,5.5,0.1696644597842511,0.5102958083152771,0.08928030729293823
classical_musicnet_1730,classical,300.0,loudness,0.12327313423156738,0.12327313423156738,4.0,0.1729369011785825,0.7214763164520264,0.12042170763015747
classical_musicnet_1730,classical,300.0,onset,0.12198382616043091,0.20165744423866272,6.0,0.12870587050557397,0.846828818321228,0.17079848051071167
classical_musicnet_1730,classical,300.0,tonal_novelty,0.14084970951080322,0.1558040976524353,20.944339752197266,0.14763241623968873,0.3049112558364868,0.13101375102996826
classical_musicnet_1730,classical,300.0,modulation,0.1570841670036316,0.1570841670036316,32.0,0.2607554485464002,0.7303622961044312,0.13352936506271362
classical_musicnet_1835,classical,180.0,acoustic_novelty,0.18473339080810547,0.24029970169067383,28.5,0.23726108609374902,0.1930515170097351,0.1545090675354004
classical_musicnet_1835,classical,180.0,loudness,0.269537091255188,0.269537091255188,4.0,0.2654574239276645,0.7662909626960754,0.13809728622436523
classical_musicnet_1835,classical,180.0,onset,0.1403321623802185,0.1505216360092163,28.5,0.2857725880882009,0.2601141929626465,0.15328657627105713
classical_musicnet_1835,classical,180.0,tonal_novelty,0.1508679986000061,0.17506104707717896,17.763261795043945,0.11101128955711437,0.18474674224853516,0.14730966091156006
classical_musicnet_1835,classical,180.0,modulation,0.1438937783241272,0.1438937783241272,30.0,0.11300247465887281,0.11748433113098145,0.09827274084091187
classical_musicnet_1835,classical,300.0,acoustic_novelty,0.14651399850845337,0.1721574068069458,17.0,0.16014052708743456,0.43193089962005615,0.16908729076385498
classical_musicnet_1835,classical,300.0,loudness,0.13926035165786743,0.13926035165786743,4.0,0.2726423817879234,0.6932567656040192,0.13725519180297852
classical_musicnet_1835,classical,300.0,onset,0.1439194679260254,0.19237911701202393,6.0,0.1989946975959222,0.6091850697994232,0.1310211420059204
classical_musicnet_1835,classical,300.0,tonal_novelty,0.17158615589141846,0.20642316341400146,16.579004287719727,0.10691917770469829,0.43547043204307556,0.15559422969818115
classical_musicnet_1835,classical,300.0,modulation,0.1483936905860901,0.1483936905860901,16.0,0.13064858297278775,0.029931187629699707,0.1404496431350708
classical_musicnet_2118,classical,180.0,acoustic_novelty,0.10476762056350708,0.11594456434249878,28.0,0.23871328782430162,0.174687922000885,0.12755918502807617
classical_musicnet_2118,classical,180.0,loudness,0.4476006031036377,0.4476006031036377,4.0,0.3802745862286999,0.8348683714866638,0.12362021207809448
classical_musicnet_2118,classical,180.0,onset,0.18214720487594604,0.20257419347763062,15.0,0.22002593347163016,0.764712780714035,0.15474474430084229
classical_musicnet_2118,classical,180.0,tonal_novelty,0.13907593488693237,0.16608017683029175,30.788909912109375,0.19783746246516032,0.3545417785644531,0.1517319679260254
classical_musicnet_2118,classical,180.0,modulation,0.1351238489151001,0.15769219398498535,20.0,0.17445293587636335,0.23409420251846313,0.14307689666748047
classical_musicnet_2118,classical,300.0,acoustic_novelty,0.23447644710540771,0.23447644710540771,7.5,0.2021071444320828,0.49076712131500244,0.1472439169883728
classical_musicnet_2118,classical,300.0,loudness,0.40806901454925537,0.40806901454925537,4.0,0.3138473877008123,0.6774019002914429,0.15565460920333862
classical_musicnet_2118,classical,300.0,onset,0.17772293090820312,0.20885032415390015,16.0,0.1844204190420991,0.9353307485580444,0.14607620239257812
classical_musicnet_2118,classical,300.0,tonal_novelty,0.1401655673980713,0.17052125930786133,29.11810302734375,0.15585031976697897,0.26444151997566223,0.13970023393630981
classical_musicnet_2118,classical,300.0,modulation,0.10671776533126831,0.21442031860351562,20.0,0.3437394724706202,0.2607946991920471,0.09888660907745361
classical_musicnet_2138,classical,180.0,acoustic_novelty,0.12489402294158936,0.1532057523727417,32.0,0.35207100283906356,0.2566748559474945,0.12389832735061646
classical_musicnet_2138,classical,180.0,loudness,0.221140056848526,0.221140056848526,4.0,0.31106310567411377,0.945357084274292,0.17852115631103516
classical_musicnet_2138,classical,180.0,onset,0.18140661716461182,0.18140661716461182,4.0,0.4882018374956167,0.6455040276050568,0.16693389415740967
classical_musicnet_2138,classical,180.0,tonal_novelty,0.15465772151947021,0.15465772151947021,4.075103759765625,0.15672312311216308,0.332409143447876,0.15879696607589722
classical_musicnet_2138,classical,180.0,modulation,0.19622278213500977,0.19622278213500977,30.0,0.09172653714591794,0.40486741065979004,0.15564537048339844
classical_musicnet_2138,classical,300.0,acoustic_novelty,0.15806084871292114,0.15806084871292114,8.0,0.1584595610848895,0.6528820395469666,0.13310593366622925
classical_musicnet_2138,classical,300.0,loudness,0.21943548321723938,0.21943548321723938,4.0,0.4199147806768439,0.9732032716274261,0.16119086742401123
classical_musicnet_2138,classical,300.0,onset,0.13030952215194702,0.13030952215194702,4.0,0.39608853685395673,0.8966202139854431,0.1757785677909851
classical_musicnet_2138,classical,300.0,tonal_novelty,0.12386006116867065,0.12386006116867065,4.075103759765625,0.16999418504001687,0.350882887840271,0.1231989860534668
classical_musicnet_2138,classical,300.0,modulation,0.23789656162261963,0.23789656162261963,32.0,0.09959455220938236,0.15711665153503418,0.043465375900268555
classical_musicnet_2211,classical,180.0,acoustic_novelty,0.20154130458831787,0.20154130458831787,4.0,0.40323697662181096,0.47586530447006226,0.1411091685295105
classical_musicnet_2211,classical,180.0,loudness,0.16178098320960999,0.16178098320960999,4.0,0.4667090196746467,0.7736729979515076,0.13978862762451172
classical_musicnet_2211,classical,180.0,onset,0.16428884863853455,0.16428884863853455,4.0,0.3388389220149726,0.7393508553504944,0.17164522409439087
classical_musicnet_2211,classical,180.0,tonal_novelty,0.13584262132644653,0.13584262132644653,8.09222412109375,0.16225001372516024,0.47510457038879395,0.16219931840896606
classical_musicnet_2211,classical,180.0,modulation,0.2519916296005249,0.2519916296005249,30.0,0.09140132670242893,0.14046108722686768,0.1810045838356018
classical_musicnet_2211,classical,300.0,acoustic_novelty,0.13763386011123657,0.13763386011123657,4.0,0.1533160851069713,0.8537711799144745,0.14995801448822021
classical_musicnet_2211,classical,300.0,loudness,0.25947481393814087,0.25947481393814087,4.0,0.7150582027624645,0.8167752921581268,0.15819865465164185
classical_musicnet_2211,classical,300.0,onset,0.10687839984893799,0.10687839984893799,4.0,0.598226863726211,0.7018584609031677,0.1538865566253662
classical_musicnet_2211,classical,300.0,tonal_novelty,0.1274017095565796,0.1274017095565796,4.28411865234375,0.14047153309531665,0.4971622824668884,0.1355544924736023
