segment_id,track_id,group,split,scale_seconds,view,feature_relative_path,feature_sha256,graph_relative_path,graph_sha256,persistence_relative_path,persistence_sha256,sensitivity_persistence_relative_path,sensitivity_persistence_sha256,sidecar_relative_path,config_sha256,sequence_length,valid_states,valid_transitions,self_transitions,self_transition_ratio,vertex_count,edge_count,edge_density,reciprocity,transition_entropy,path_entropy,path_entropy_normalized,directed_recurrence,directed_recurrence_unbiased,h0_betti_auc,h1_betti_auc,h0_betti_mean,h1_betti_mean,h0_betti_max,h1_betti_max,h0_interval_count,h1_interval_count,h0_observed_persistence,h1_observed_persistence,h0_censored_count,h1_censored_count,status,processed_at,error
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,pitch_v2,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1727__180s.npz,4985c5156a9946b00df0c8b90d22bc64f06302bf29c09a258bca102513e2fc85,graphs/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1727__180s.npz,326ac090aaaee9c700695b92f6eaf03dabd1e0e6c5165647cea7eba740e64636,homology/four_group/persistence/pitch_v2/180s/classical/discovery/classical_musicnet_1727__180s.npz,c7d7d4a73f0533b8f856f4ef09261206282908e27402d29aa905c375f6facc88,homology/four_group/persistence_sensitivity/pitch_v2/180s/classical/discovery/classical_musicnet_1727__180s.npz,2e18efe5457a1ebcec38ae46630e510d72848369ac4707c9a0f251a4c80cbba9,homology/four_group/descriptors/pitch_v2/180s/classical/discovery/classical_musicnet_1727__180s.json,a102ae0ff60f6854b633a89352a5e7453ce37979ba8ee4016fa37019af511e85,354,295,248,89,0.3588709677419355,16,84,0.35,0.5952380952380952,0.9278830608734726,1.6920238437734667,0.6102686021194657,0.018697970863683664,0.01472508815462975,7.1499999999999995,0.0,15.833333333333334,0.0,16,0,16,0,7.199999999999999,0,15,0,success,2026-08-02,
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,rhythm,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,e4393480647feab239c515fcbc49628bd4cbb19d58737661ff597e64c4d9a918,graphs/four_group/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,bd91164b8d5966f441df5ff2ae3f43d1d87a69dba6a3a5ec3bbec9e8b8ff25e4,homology/four_group/persistence/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,790fa63533e87c6117bd757a42ad2d9594981c3cced78c530b174be2acea9b27,homology/four_group/persistence_sensitivity/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.npz,e14a775885df2054f13dff7c42a90fb827022c4a4a3067a2e9e2e6cd5c481b5e,homology/four_group/descriptors/rhythm/180s/classical/discovery/classical_musicnet_1727__180s.json,eb4f74d823b021c49d81b3159720056ba16a50a0c899bef6b97d7c526261a80f,359,359,358,236,0.659217877094972,6,27,0.9,0.9629629629629629,0.5350165823403922,0.8601027667758365,0.48003249406372345,0.35738584938048124,0.35558580974289156,2.45,0.0,5.5,0.0,6,0,6,0,2.5,0,5,0,success,2026-08-02,
classical_musicnet_1727__180s,classical_musicnet_1727,classical,discovery,180.0,structure,features/four_group/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,dd4f22ad65e05e8704184edb75d116d5d37be212c7904bb337ffc89a57dbc810,graphs/four_group/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,f9011f2db1ce7ddb9f73d8d2787315667ce38b91effe72a775d4a30570009e85,homology/four_group/persistence/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,16aa7768db4a0950f61d7462ef94bc1ac971fffec4f2241286f551ae6cdcdf1c,homology/four_group/persistence_sensitivity/structure/180s/classical/discovery/classical_musicnet_1727__180s.npz,39e1fbfe89bcbbf17e3a73ec83a92a97d2cc0ae937a39be3776b452bdbad7c8a,homology/four_group/descriptors/structure/180s/classical/discovery/classical_musicnet_1727__180s.json,c5aa72241f0f90ea7c23fca5af6026191622e9b4ea12bb35ad97d9f0484b634f,8,8,7,4,0.5714285714285714,2,2,1.0,1.0,0.9211854965885543,0.5941261547656674,0.8571428571428572,0.30612244897959184,0.19047619047619047,0.44999999999999996,0.0,1.0,0.0,1,0,1,0,0.44999999999999996,0,1,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,pitch_v2,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1727__300s.npz,4cff5566a6862e4387858420a76775400663f49f6430124ac40ac5534f9e7187,graphs/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1727__300s.npz,7555dab5a38483f5f222c80f83996f2b732d169c7b7eb3c9c436c25fd32b405e,homology/four_group/persistence/pitch_v2/300s/classical/discovery/classical_musicnet_1727__300s.npz,fc6a17dfc49e93b307ff1409f49d6115a33b09f44af5fdcb1e30e0dfbd1a0ff6,homology/four_group/persistence_sensitivity/pitch_v2/300s/classical/discovery/classical_musicnet_1727__300s.npz,94716eadeea825b3416bf51e06eaf01e8b21c18bd7a515387a6c0b64e081ddce,homology/four_group/descriptors/pitch_v2/300s/classical/discovery/classical_musicnet_1727__300s.json,a102ae0ff60f6854b633a89352a5e7453ce37979ba8ee4016fa37019af511e85,592,494,415,161,0.38795180722891565,16,95,0.3958333333333333,0.5473684210526316,0.8966958630244383,1.8084596672109354,0.6522639483832304,0.020537088111482072,0.01817123566730691,7.199999999999999,0.0,16.0,0.0,16,0,16,0,7.199999999999999,0,16,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,3e1a3d83503ff007b0085d1039fd0f4047337a99100ed2fdf7b2ba0fa3477497,graphs/four_group/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,a3a22a526d2c5f4ec36ea27aad3065f3e080c87b44a981b4e5d7ac450c0bd0a0,homology/four_group/persistence/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,3b5f7c6d91fd819c525221c2eecb30070426206dacd97ebacc28048c40529c42,homology/four_group/persistence_sensitivity/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.npz,76d49d681843b86dc01385c198acdf569115a0d99d3994591289ea8009ffd635,homology/four_group/descriptors/rhythm/300s/classical/discovery/classical_musicnet_1727__300s.json,eb4f74d823b021c49d81b3159720056ba16a50a0c899bef6b97d7c526261a80f,599,599,598,394,0.6588628762541806,6,27,0.9,0.8888888888888888,0.5393061133015425,0.8717301053141079,0.4865218352604415,0.34274784398384806,0.34164691909939887,2.3999999999999995,0.0,5.333333333333333,0.0,6,0,6,0,2.5,0,4,0,success,2026-08-02,
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,features/four_group/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,6edca3fbbd83fa1c91c2e260e65de70161374b7549a2ae76b5975cfb66ae8c44,graphs/four_group/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,506938bdc3dc851995888b2c8f3e7012b05507f98b19197bac29a8dd5d63e6b0,homology/four_group/persistence/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,16aa7768db4a0950f61d7462ef94bc1ac971fffec4f2241286f551ae6cdcdf1c,homology/four_group/persistence_sensitivity/structure/300s/classical/discovery/classical_musicnet_1727__300s.npz,39e1fbfe89bcbbf17e3a73ec83a92a97d2cc0ae937a39be3776b452bdbad7c8a,homology/four_group/descriptors/structure/300s/classical/discovery/classical_musicnet_1727__300s.json,c5aa72241f0f90ea7c23fca5af6026191622e9b4ea12bb35ad97d9f0484b634f,12,12,11,6,0.5454545454545454,2,2,1.0,1.0,0.9904129681145393,0.6839946744005412,0.986795724752122,0.256198347107438,0.18181818181818182,0.44999999999999996,0.0,1.0,0.0,1,0,1,0,0.44999999999999996,0,1,0,success,2026-08-02,
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1728__180s.npz,ec461d20f6bb0a4ffb33090260645de23b5d0d49f3290015a2b42bbdf23bd3fd,graphs/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1728__180s.npz,c6a429446ecafa7ee88e61d2f97227d35229fc198dd7a041c2f3d8117e36454e,homology/four_group/persistence/pitch_v2/180s/classical/discovery/classical_musicnet_1728__180s.npz,1920332f6e83a6c41c75100c27c91cfe92e1f3a15c287acdd0abf2866f2ac44d,homology/four_group/persistence_sensitivity/pitch_v2/180s/classical/discovery/classical_musicnet_1728__180s.npz,c275a840026adffe78bb827aaeaea2be8e5ea79a0245d088dc9ca8396360fbbc,homology/four_group/descriptors/pitch_v2/180s/classical/discovery/classical_musicnet_1728__180s.json,a102ae0ff60f6854b633a89352a5e7453ce37979ba8ee4016fa37019af511e85,317,258,212,45,0.21226415094339623,15,67,0.319047619047619,0.5671641791044776,0.9367571857090444,1.8072422135535522,0.6673591991824901,0.02046991812032752,0.01582759545739068,5.85,0.0,12.666666666666666,0.0,14,0,14,0,6.199999999999999,0,7,0,success,2026-08-02,
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1728__180s.npz,23646086c65748544e826865bb05ad7056d9068ccadb6d51a3602d7c986cc6a1,graphs/four_group/rhythm/180s/classical/discovery/classical_musicnet_1728__180s.npz,0fb9ac4de66a3730ec4026b03d4cb8a96522e0362d4c83d704bb354c1ffecdbf,homology/four_group/persistence/rhythm/180s/classical/discovery/classical_musicnet_1728__180s.npz,c5a83e6d6ee6647327f324d00fec66ff527a39a9584be79a5d133d8cf99b0c92,homology/four_group/persistence_sensitivity/rhythm/180s/classical/discovery/classical_musicnet_1728__180s.npz,0cd02cc57b45b0053735d2073f88fb74abd52b5537718e8d150f286a4150f64a,homology/four_group/descriptors/rhythm/180s/classical/discovery/classical_musicnet_1728__180s.json,eb4f74d823b021c49d81b3159720056ba16a50a0c899bef6b97d7c526261a80f,359,359,358,155,0.4329608938547486,8,44,0.7857142857142857,0.8636363636363636,0.8409890682878021,1.5005271570158198,0.7216010293819795,0.06407415498892044,0.061452513966480445,3.55,0.0,7.833333333333333,0.0,8,0,8,0,3.5999999999999996,0,7,0,success,2026-08-02,
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,features/four_group/structure/180s/classical/discovery/classical_musicnet_1728__180s.npz,a5e59351e5e643f1c0ebf990fda4f9338b5ba20cfb415d8959198554c29f024b,graphs/four_group/structure/180s/classical/discovery/classical_musicnet_1728__180s.npz,62bbe91331413185c399fd302d4804b7eece6b0efd01aa20d40e89584f8e9e97,homology/four_group/persistence/structure/180s/classical/discovery/classical_musicnet_1728__180s.npz,b5ae838c775ac3d167010a4454716048a87d495c39f7beaf6eeb504433f26238,homology/four_group/persistence_sensitivity/structure/180s/classical/discovery/classical_musicnet_1728__180s.npz,623fa1d452d13c038b16111c4f4bb68e5ed97a437daf07f03feea9e88d580748,homology/four_group/descriptors/structure/180s/classical/discovery/classical_musicnet_1728__180s.json,c5aa72241f0f90ea7c23fca5af6026191622e9b4ea12bb35ad97d9f0484b634f,6,6,5,2,0.4,3,3,0.5,0.0,0.9609640474436812,0.3819085009768878,0.3476280985714171,0.28,0.1,0.44999999999999996,0.44999999999999996,1.0,1.0,1,1,1,1,0.44999999999999996,0.44999999999999996,1,1,success,2026-08-02,
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1728__300s.npz,cb719ba174350a0c248f5aee0bdd95dca2bcab70bff0e8cabbbde55bd9b9f1dd,graphs/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1728__300s.npz,3c769fbcfb704c057d30dbcbb8ff16a0247266a67a2a197239766b7590626972,homology/four_group/persistence/pitch_v2/300s/classical/discovery/classical_musicnet_1728__300s.npz,deb219ee2a53986bedfc69444f55f4f001683b0568591005708e44bb1625760a,homology/four_group/persistence_sensitivity/pitch_v2/300s/classical/discovery/classical_musicnet_1728__300s.npz,621ffb1f8af06ae866801894093cfa3e218cc478c69eaf1b95c493f2106be136,homology/four_group/descriptors/pitch_v2/300s/classical/discovery/classical_musicnet_1728__300s.json,a102ae0ff60f6854b633a89352a5e7453ce37979ba8ee4016fa37019af511e85,437,351,283,62,0.21908127208480566,15,69,0.32857142857142857,0.5507246376811594,0.937456346603362,1.8909356844863168,0.6982646347237885,0.017842650051817354,0.0143598225697316,5.75,0.0,12.833333333333334,0.0,14,0,14,0,5.8999999999999995,0,11,0,success,2026-08-02,
