track_id,group,scale,name,det,maxline,meanline,lagpeak,eps,loop_det,shuffle_det,loop_max,shuffle_max
classical_musicnet_1730,classical,180.0,acoustic_2s,0.55078125,5.0,2.611111111111111,0.27710843373493976,0.8500163289238772,0.746268656716418,0.23344947735191637,73.0,4.0
classical_musicnet_1730,classical,180.0,rhythm_2s,0.22661870503597123,3.0,2.1,0.20481927710843373,0.7851682687353044,0.49808429118773945,0.18815331010452963,73.0,3.0
classical_musicnet_1730,classical,180.0,chroma_4beat,0.18823529411764706,3.0,2.0869565217391304,0.18823529411764706,0.6622514431485439,0.34962406015037595,0.1925925925925926,3.0,3.0
classical_musicnet_1730,classical,300.0,acoustic_2s,0.5522788203753352,6.0,2.559006211180124,0.2517482517482518,0.8573834916839662,0.6601466992665037,0.2331360946745562,133.0,4.0
classical_musicnet_1730,classical,300.0,rhythm_2s,0.25500667556742324,5.0,2.3012048192771086,0.18181818181818182,0.7529962776213416,0.5568326947637292,0.19225634178905207,133.0,4.0
classical_musicnet_1730,classical,300.0,chroma_4beat,0.14804469273743018,3.0,2.12,0.15151515151515152,0.6714470434722062,0.5371287128712872,0.20107962213225372,4.0,5.0
classical_musicnet_1835,classical,180.0,acoustic_2s,0.4139072847682119,16.0,3.5714285714285716,0.375,0.7638921134301204,0.6819923371647509,0.1801470588235294,73.0,3.0
classical_musicnet_1835,classical,180.0,rhythm_2s,0.27147766323024053,3.0,2.1944444444444446,0.19444444444444445,0.8286432970893227,0.5019305019305019,0.14391143911439114,73.0,3.0
classical_musicnet_1835,classical,180.0,chroma_4beat,0.25925925925925924,6.0,2.234042553191489,0.19148936170212766,0.6746556280755519,0.17796610169491525,0.13425925925925927,2.0,3.0
classical_musicnet_1835,classical,300.0,acoustic_2s,0.40040650406504064,16.0,3.078125,0.29,0.7205369700164317,0.6985743380855397,0.2109704641350211,101.0,4.0
classical_musicnet_1835,classical,300.0,rhythm_2s,0.28482328482328484,4.0,2.2096774193548385,0.21238938053097345,0.733163649746958,0.5141129032258065,0.25,101.0,3.0
classical_musicnet_1835,classical,300.0,chroma_4beat,0.24339360222531292,3.0,2.108433734939759,0.168,0.6638257787115481,0.06524466750313676,0.1499330655957162,2.0,3.0
classical_musicnet_2118,classical,180.0,acoustic_2s,0.2965779467680608,11.0,2.6,0.2702702702702703,0.7028342949381438,0.5038759689922481,0.20652173913043478,73.0,3.0
classical_musicnet_2118,classical,180.0,rhythm_2s,0.35135135135135137,4.0,2.311111111111111,0.21052631578947367,0.7305572823254557,0.48507462686567165,0.20833333333333334,73.0,3.0
classical_musicnet_2118,classical,180.0,chroma_4beat,0.41745283018867924,5.0,2.5652173913043477,0.15,0.7674178222907639,0.5822510822510822,0.1292372881355932,3.0,3.0
classical_musicnet_2118,classical,300.0,acoustic_2s,0.28883495145631066,11.0,2.6444444444444444,0.23,0.711740327471653,0.5460526315789473,0.21956521739130436,99.0,5.0
classical_musicnet_2118,classical,300.0,rhythm_2s,0.23779193205944799,4.0,2.196078431372549,0.17708333333333334,0.776069140873782,0.6828752642706131,0.19730941704035873,99.0,3.0
classical_musicnet_2118,classical,300.0,chroma_4beat,0.34177215189873417,4.0,2.479591836734694,0.14666666666666667,0.7529007923228828,0.4556291390728477,0.11681643132220795,4.0,4.0
